content,rating,class,processed_content,processed_content_wt
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh.,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,shop tư vấn hướng cực kỳ nhiệt tình,shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. tã dày. thấm hút tốt. có mùi thơm. lần sau sẽ ủng hộ tiếp ???,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ tã dày thấm hút tốt mùi thơm ủng hộ tiếp,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ tã dày thấm hút tốt mùi thơm ủng_hộ tiếp
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Tã xài ok, hình ảnh dễ thương. Thấm hút không bằng huggie, bị ướt mông dù có tã",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình tã xài hình ảnh thương thấm hút không huggie ướt mông tã,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình tã xài hình_ảnh thương thấm_hút không huggie ướt mông tã
thông tin flash sale là combo 2 bịch nhưng khi giao chỉ có 1 bịch.,3,1,thông bịch bịch,thông bịch bịch
lần sau cần để hàng sạch sẽ tốt hơn,5,2,hàng sạch tốt,hàng sạch tốt
"Sản phẩm/dịch vụ giống mô tả. Sp đóng gói sơ sài quá, không chắc chắn. giao hàng tạm chấp nhận được. chất lượng thì để xài mới có thể đánh giá được",4,2,sản phẩm dịch vụ mô tả đóng gói sơ sài không chắn hàng tạm chấp chất xài thể đánh giá,sản_phẩm dịch_vụ mô_tả đóng_gói sơ_sài không chắn hàng tạm chấp_chất xài_thể đánh_giá
Mình nhận hàng rồi shop ơi. sản phẩm y hình. Shop lấy đúng mẫu luôn. Giao hàng nhanh nữa. cảm ơn shop nhiều,5,2,hàng shop sản phẩm hình shop mẫu hàng cảm ơn shop,hàng shop sản_phẩm hình_shop mẫu hàng cảm_ơn shop
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. sản phẩm và giá tót,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ sản phẩm giá tót,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ sản_phẩm giá tót
Tạm đc Mua r mới bt ngoài thị trường vấn đag bán vs giá như này ??,5,2,tạm thị trường vấn giá,tạm thị_trường_vấn giá
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shiper phục vụ rất dễ thuơng .hàng ok .rất tốt",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình hàng phục vụ thương hàng tốt,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình hàng phục_vụ thương hàng tốt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
"Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng.",5,2,chuyên nghiệp thân thiện đóng gói kỹ lưỡng,chuyên_nghiệp thân_thiện đóng_gói kỹ_lưỡng
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
Giao sản phẩm/vé dịch vụ nhanh.,3,1,sản phẩm vé dịch vụ,sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
Sản phẩm tốt vượt mong đợi,5,2,sản phẩm tốt đợi,sản_phẩm tốt đợi
Sản phẩm tốt vượt mong đợi,5,2,sản phẩm tốt đợi,sản_phẩm tốt đợi
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh.,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Chất lượng sản phẩm/dịch vụ rất tốt.,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. tốt",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ tốt,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. 10 goi tặng 2 khăn yếm, mình mua 20 goi cũng có 2 khăn là sao?",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ tặng khăn yếm khăn,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ tặng khăn yếm khăn
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ hoàn toàn khác mô tả. đặt màu trắng nhưng laj giao màu tím, giao hàng quá chậm",1,0,sản phẩm dịch vụ hoàn toàn mô tả màu trắng màu tím hàng chậm,sản_phẩm dịch_vụ hoàn_toàn mô_tả màu trắng màu tím hàng chậm
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. sp giống Mô ta,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ mô,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ mô
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. sản phẩm ok,5,2,sản phẩm dịch vụ mô tả tốt đợi sản phẩm,sản_phẩm dịch_vụ mô_tả tốt_đợi sản_phẩm
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đẹp như mô tả. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả hàng bất ngờ,đẹp mô_tả hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
"Chuyên nghiệp, thân thiện. Đẹp như mô tả.",5,2,chuyên nghiệp thân thiện đẹp mô tả,chuyên_nghiệp thân_thiện đẹp mô_tả
Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đóng gói kỹ lưỡng giá tốt hàng bất ngờ,đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop tư vấn nhiệt tình pán hàng có tâm sẽ còn ủng hộ nữa",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shop tư vấn nhiệt tình pán hàng tâm ủng hộ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình_shop tư_vấn nhiệt_tình pán hàng_tâm ủng_hộ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. chủ shop dễ thương pán hàng có tâm chất lượng tốt date mới tinh m rất hài lòng và sẽ còn ủng hộ lần sau",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình chủ shop thương pán hàng tâm chất tốt date hài ủng hộ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình chủ shop thương_pán hàng tâm_chất tốt date hài ủng_hộ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Mua sp này ở shop nhiều lần rồi rất OK.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shop,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình shop
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,chất tuyệt vời giá tốt hàng bất ngờ,chất tuyệt_vời giá tốt hàng bất_ngờ
Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đóng gói kỹ lưỡng giá tốt hàng bất ngờ,đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
tuyet voi,5,2,,
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Mua shop nhiều lần rồi, hàng rất OK Cảm ơn shop!",5,2,sản phẩm dịch vụ mô tả tốt đợi shop hàng cảm ơn shop,sản_phẩm dịch_vụ mô_tả tốt đợi shop hàng cảm_ơn shop
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ
Chất lượng sản phẩm/dịch vụ rất tốt. dong goi hoi tiet kiem rach bao tum lum nhung giao nhanh..,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
"chất lượng tả gì kì quá, mặc vô dính hột lên bím bé hết à",1,0,chất tả kì mặc vô dính hột bím bé,chất tả_kì mặc vô_dính hột bím bé
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. hàng ok lắm. đủ cả 10 bịch k thiếu sót.. sẽ ủng hộ shop nhiệt tình",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình hàng lắm bịch không sót ủng hộ shop nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình hàng lắm bịch không sót ủng_hộ shop nhiệt_tình
